Tipo,Clave,Cliente,Nombre,Estatus,Su pedido,Fecha de elaboración,Subtotal,Total de comisiones,Número de almacén,Forma de envío del documento,Importe total,Nombre del vendedor
Pedido,                3990,        18,DELMAN INTERNACIONAL,Remitido,OP.19829/OC.16583,04/02/2026,"2,023.20",0.00,3,Impreso,"2,346.91",Luis de León
Pedido,                3991,        18,DELMAN INTERNACIONAL,Remitido,OP.19831/OC.16582,04/02/2026,"1,640.60",0.00,3,Impreso,"1,903.10",Luis de León
Pedido,                3992,       312,INFORMACION INTEGRAL 24/7,Remitido,99,04/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                3989,        18,DELMAN INTERNACIONAL,Remitido,OP.19828/OC.16581,04/02/2026,"19,472.60",0.00,3,Impreso,"22,588.22",Luis de León
Pedido,                3996,        18,DELMAN INTERNACIONAL,Remitido,OP.19832/OC.16584,05/02/2026,12.00,0.00,3,Impreso,13.92,Luis de León
Pedido,                3997,       312,INFORMACION INTEGRAL 24/7,Remitido,100,05/02/2026,"36,015.00",0.00,2,Impreso,"41,777.40",
Pedido,                4000,       335,RECICLADOS TULA,Emitido,,06/02/2026,"6,310.39",0.00,2,Impreso,"7,320.05",
Pedido,                3998,       311,INFORMA A PUEBLA,Remitido,102,06/02/2026,"9,600.00",0.00,2,Impreso,"11,136.00",
Pedido,                3999,       312,INFORMACION INTEGRAL 24/7,Remitido,103,06/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4001,        18,DELMAN INTERNACIONAL,Remitido,OP-19823/OC.16622,09/02/2026,"1,254.40",0.00,3,Impreso,"1,455.10",Luis de León
Pedido,                4002,        18,DELMAN INTERNACIONAL,Remitido,OC.19824/OC.16538,09/02/2026,"22,093.50",0.00,3,Impreso,"25,628.46",Luis de León
Pedido,                4003,        18,DELMAN INTERNACIONAL,Remitido,OP.19830/OC.16624,09/02/2026,"34,035.40",0.00,3,Impreso,"39,481.06",Luis de León
Pedido,                4005,        18,DELMAN INTERNACIONAL,Remitido,OP.19839/OC.16634,09/02/2026,264.00,0.00,3,Impreso,306.24,Luis de León
Pedido,                4006,       312,INFORMACION INTEGRAL 24/7,Remitido,119,09/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4007,       105,COMISION NACIONAL DE LIBROS DE TEXTO GRATUITOS,Remitido,80,09/02/2026,"8,922,810.00","133,842.15",2,Impreso,"8,922,810.00",Lic.German Menendez
Pedido,                4008,       105,COMISION NACIONAL DE LIBROS DE TEXTO GRATUITOS,Remitido,81,09/02/2026,"9,443,850.00","141,657.75",2,Impreso,"9,443,850.00",Lic.German Menendez
Pedido,                4004,        18,DELMAN INTERNACIONAL,Emitido,OP.19833/OC.16625,09/02/2026,"2,834.00",0.00,3,Impreso,"3,287.44",Luis de León
Pedido,                4010,        18,DELMAN INTERNACIONAL,Remitido,OP.19841/OC.16641,10/02/2026,"6,675.50",0.00,3,Impreso,"7,743.58",Luis de León
Pedido,                4011,        18,DELMAN INTERNACIONAL,Remitido,OP.19813/OC.16425,10/02/2026,"8,227.80",0.00,3,Impreso,"9,544.25",Luis de León
Pedido,                4012,       312,INFORMACION INTEGRAL 24/7,Remitido,123,10/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4009,        18,DELMAN INTERNACIONAL,Remitido,OP.19818/OC.16639,10/02/2026,"9,910.60",0.00,3,Impreso,"11,496.30",Luis de León
Pedido,                4020,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,74,11/02/2026,"60,743.57","3,037.18",2,Impreso,"70,462.54",Oscar Mejia
Pedido,                4021,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,75,11/02/2026,"39,139.66","1,956.98",2,Impreso,"45,402.01",Oscar Mejia
Pedido,                4022,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,76,11/02/2026,"38,522.70","1,926.14",2,Impreso,"44,686.33",Oscar Mejia
Pedido,                4023,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,77,11/02/2026,"48,730.80","2,436.54",2,Impreso,"56,527.73",Oscar Mejia
Pedido,                4024,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,78,11/02/2026,"35,322.90","1,766.15",2,Impreso,"40,974.56",Oscar Mejia
Pedido,                4019,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,73,11/02/2026,"32,172.42","1,608.62",2,Impreso,"37,320.01",Oscar Mejia
Pedido,                4013,       307,CHEDRAUI BRANDS,Remitido,"36, 34, 35",11/02/2026,"134,247.00",0.00,2,Impreso,"155,726.52",
Pedido,                4014,       312,INFORMACION INTEGRAL 24/7,Remitido,124,11/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4015,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,69,11/02/2026,"67,210.18","3,360.51",2,Impreso,"77,963.81",Oscar Mejia
Pedido,                4016,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,70,11/02/2026,"55,561.44","2,778.07",2,Impreso,"64,451.27",Oscar Mejia
Pedido,                4017,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,71,11/02/2026,"40,208.24","2,010.41",2,Impreso,"46,641.56",Oscar Mejia
Pedido,                4018,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,72,11/02/2026,"44,764.50","2,238.23",2,Impreso,"51,926.82",Oscar Mejia
Pedido,                4025,        18,DELMAN INTERNACIONAL,Remitido,OP.19836/OC.16643,12/02/2026,"10,827.60",0.00,3,Impreso,"12,560.02",Luis de León
Pedido,                4026,       312,INFORMACION INTEGRAL 24/7,Remitido,129,12/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4027,        18,DELMAN INTERNACIONAL,Remitido,OP.19835/OC.16623,12/02/2026,"8,971.20",0.00,3,Impreso,"10,406.59",Luis de León
Pedido,                4030,       311,INFORMA A PUEBLA,Remitido,"1399, 30, 31, 51",13/02/2026,"38,400.00",0.00,2,Impreso,"44,544.00",
Pedido,                4031,       311,INFORMA A PUEBLA,Remitido,133,13/02/2026,"9,600.00",0.00,2,Impreso,"11,136.00",
Pedido,                4032,       312,INFORMACION INTEGRAL 24/7,Remitido,"1400, 2,22,27,28,32,",13/02/2026,"69,680.00",0.00,2,Impreso,"80,828.80",
Pedido,                4028,       307,CHEDRAUI BRANDS,Remitido,"66, 67, 68",13/02/2026,"134,299.00",0.00,2,Impreso,"155,786.84",
Pedido,                4029,       312,INFORMACION INTEGRAL 24/7,Remitido,130,13/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4040,       307,CHEDRAUI BRANDS,Cancelado,121,16/02/2026,"57,921.00",0.00,2,Impreso,"67,188.36",
Pedido,                4039,       307,CHEDRAUI BRANDS,Cancelado,120,16/02/2026,"42,240.00",0.00,2,Impreso,"48,998.40",
Pedido,                4041,       307,CHEDRAUI BRANDS,Emitido,122,16/02/2026,"34,086.00",0.00,2,Impreso,"39,539.76",
Pedido,                4033,       312,INFORMACION INTEGRAL 24/7,Remitido,134,16/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4034,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,104,16/02/2026,"535,230.00","26,761.50",2,Impreso,"620,866.80",Fabiola Hernandez Coronel
Pedido,                4035,       271,GD COMERCIALIZADORA NOROESTE,Remitido,107,16/02/2026,"112,850.00","5,642.50",2,Impreso,"130,906.00",Fabiola Hernandez Coronel
Pedido,                4036,       289,GD COMERCIALIZADORA SURESTE,Remitido,108,16/02/2026,"123,900.00","6,195.00",2,Impreso,"143,724.00",Fabiola Hernandez Coronel
Pedido,                4037,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,115,16/02/2026,"130,650.00","6,532.50",2,Impreso,"151,554.00",Fabiola Hernandez Coronel
Pedido,                4038,       307,CHEDRAUI BRANDS,Remitido,101,16/02/2026,"94,764.00",0.00,2,Impreso,"109,926.24",
Pedido,                4042,       312,INFORMACION INTEGRAL 24/7,Remitido,135,17/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4043,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,117,17/02/2026,"109,080.00","5,454.00",2,Impreso,"126,532.80",Fabiola Hernandez Coronel
Pedido,                4044,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,110,17/02/2026,"90,000.00","4,500.00",2,Impreso,"104,400.00",Fabiola Hernandez Coronel
Pedido,                4045,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,118,17/02/2026,"37,070.00","1,853.50",2,Impreso,"43,001.20",Fabiola Hernandez Coronel
Pedido,                4046,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,116,17/02/2026,"55,000.00","2,750.00",2,Impreso,"63,800.00",Fabiola Hernandez Coronel
Pedido,                4047,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,114,17/02/2026,"32,700.00","1,635.00",2,Impreso,"37,932.00",Fabiola Hernandez Coronel
Pedido,                4048,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,113,17/02/2026,"32,700.00","1,635.00",2,Impreso,"37,932.00",Fabiola Hernandez Coronel
Pedido,                4049,        18,DELMAN INTERNACIONAL,Remitido,OP.19799/OC16462,17/02/2026,"28,529.80",0.00,3,Impreso,"33,094.57",Luis de León
Pedido,                4050,       312,INFORMACION INTEGRAL 24/7,Remitido,137,18/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4051,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,106,19/02/2026,"29,640.00","1,482.00",2,Impreso,"34,382.40",Fabiola Hernandez Coronel
Pedido,                4052,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,105,19/02/2026,"95,040.00","4,752.00",2,Impreso,"110,246.40",Fabiola Hernandez Coronel
Pedido,                4053,       289,GD COMERCIALIZADORA SURESTE,Remitido,109,19/02/2026,"43,080.00","2,154.00",2,Impreso,"49,972.80",Fabiola Hernandez Coronel
Pedido,                4054,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,111,19/02/2026,"27,400.00","1,370.00",2,Impreso,"31,784.00",Fabiola Hernandez Coronel
Pedido,                4058,       158,EDITORIAL ESFINGE,Remitido,131,19/02/2026,"78,148.00",0.00,2,Impreso,"90,651.68",
Pedido,                4055,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,112,19/02/2026,"33,900.00","1,695.00",2,Ninguno,"39,324.00",Fabiola Hernandez Coronel
Pedido,                4056,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,132,19/02/2026,"489,600.00","24,480.00",2,Ninguno,"567,936.00",Fabiola Hernandez Coronel
Pedido,                4057,       312,INFORMACION INTEGRAL 24/7,Remitido,139,19/02/2026,"30,555.00",0.00,2,Ninguno,"35,443.80",
Pedido,                4060,       311,INFORMA A PUEBLA,Remitido,141,20/02/2026,"9,600.00",0.00,2,Impreso,"11,136.00",
Pedido,                4061,       312,INFORMACION INTEGRAL 24/7,Remitido,142,20/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4059,       158,EDITORIAL ESFINGE,Remitido,140,20/02/2026,"6,000.00",0.00,2,Impreso,"6,960.00",
Pedido,                4071,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,91,23/02/2026,"10,054.80",502.74,2,Impreso,"11,663.57",Oscar Mejia
Pedido,                4072,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,90,23/02/2026,"13,434.50",671.73,2,Impreso,"15,584.02",Oscar Mejia
Pedido,                4073,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,89,23/02/2026,"39,240.90","1,962.05",2,Impreso,"45,519.44",Oscar Mejia
Pedido,                4074,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,88,23/02/2026,"10,252.50",512.63,2,Impreso,"11,892.90",Oscar Mejia
Pedido,                4075,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,87,23/02/2026,"19,649.00",982.45,2,Impreso,"22,792.84",Oscar Mejia
Pedido,                4076,       312,INFORMACION INTEGRAL 24/7,Remitido,144,23/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4070,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,92,23/02/2026,"20,295.75","1,014.79",2,Impreso,"23,543.07",Oscar Mejia
Pedido,                4062,        18,DELMAN INTERNACIONAL,Remitido,OP.19843/OC.16673,23/02/2026,"16,273.60",0.00,3,Impreso,"18,877.38",Luis de León
Pedido,                4063,        18,DELMAN INTERNACIONAL,Remitido,OP.19842/OC.16672,23/02/2026,"21,434.00",0.00,3,Impreso,"24,863.44",Luis de León
Pedido,                4064,        18,DELMAN INTERNACIONAL,Remitido,OP.19780/OC.16675,23/02/2026,"20,659.80",0.00,3,Impreso,"23,965.37",Luis de León
Pedido,                4065,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,97,23/02/2026,"22,003.00","1,100.15",2,Impreso,"25,523.48",Oscar Mejia
Pedido,                4066,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,96,23/02/2026,"31,056.00","1,552.80",2,Impreso,"36,024.96",Oscar Mejia
Pedido,                4067,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,95,23/02/2026,"30,638.00","1,531.90",2,Impreso,"35,540.08",Oscar Mejia
Pedido,                4068,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,94,23/02/2026,"19,649.00",982.45,2,Impreso,"22,792.84",Oscar Mejia
Pedido,                4069,       287,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,Remitido,93,23/02/2026,"14,259.00",712.95,2,Impreso,"16,540.44",Oscar Mejia
Pedido,                4077,        18,DELMAN INTERNACIONAL,Remitido,OP.19801/OC.16674,23/02/2026,"28,584.40",0.00,3,Ninguno,"33,157.90",Luis de León
Pedido,                4082,        18,DELMAN INTERNACIONAL,Remitido,OP.19846/OC.16844,24/02/2026,784.00,0.00,3,Impreso,909.44,Luis de León
Pedido,                4080,        18,DELMAN INTERNACIONAL,Remitido,OP.19813/OC.16842,24/02/2026,"24,570.00",0.00,3,Impreso,"28,501.20",Luis de León
Pedido,                4081,        18,DELMAN INTERNACIONAL,Remitido,OP.19845/OC.16465,24/02/2026,"6,221.60",0.00,3,Impreso,"7,217.06",Luis de León
Pedido,                4083,        18,DELMAN INTERNACIONAL,Remitido,OP.19847/OC.16849,24/02/2026,"9,140.60",0.00,3,Impreso,"10,603.10",Luis de León
Pedido,                4084,       312,INFORMACION INTEGRAL 24/7,Remitido,145,24/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4085,       158,EDITORIAL ESFINGE,Remitido,136,24/02/2026,"61,200.00",0.00,2,Impreso,"70,992.00",
Pedido,                4086,        18,DELMAN INTERNACIONAL,Remitido,OP.19834/OC.16616,24/02/2026,"1,888.60",0.00,3,Impreso,"2,190.78",Luis de León
Pedido,                4078,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,138,24/02/2026,"707,230.00","35,361.50",2,Impreso,"820,386.80",Fabiola Hernandez Coronel
Pedido,                4079,        18,DELMAN INTERNACIONAL,Remitido,OP.19802/OC.16671,24/02/2026,"28,544.10",0.00,3,Impreso,"33,111.16",Luis de León
Pedido,                4087,       267,EDITORIAL ESPACIOS DINAMICOS,Remitido,143,25/02/2026,"85,374.00","4,268.70",2,Impreso,"99,033.84",Elias Mendoza Jimenez
Pedido,                4088,       312,INFORMACION INTEGRAL 24/7,Remitido,146,25/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4090,       312,INFORMACION INTEGRAL 24/7,Remitido,153,26/02/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4091,       267,EDITORIAL ESPACIOS DINAMICOS,Remitido,147,26/02/2026,"90,988.00","4,549.40",2,Impreso,"105,546.08",Elias Mendoza Jimenez
Pedido,                4089,       158,EDITORIAL ESFINGE,Remitido,149,26/02/2026,756.67,0.00,2,Impreso,877.75,
Pedido,                4092,        18,DELMAN INTERNACIONAL,Remitido,OP.19850/OC.16867,27/02/2026,"3,156.53",0.00,3,Impreso,"3,661.57",Luis de León
Pedido,                4093,        18,DELMAN INTERNACIONAL,Remitido,OP.19851/OC.16866,27/02/2026,"1,471.40",0.00,3,Impreso,"1,706.82",Luis de León
Pedido,                4094,       311,INFORMA A PUEBLA,Remitido,155,27/02/2026,"9,600.00",0.00,2,Impreso,"11,136.00",
Pedido,                4096,        18,DELMAN INTERNACIONAL,Remitido,OP.19852/OC.16868,27/02/2026,80.00,0.00,3,Impreso,92.80,Luis de León
Pedido,                4097,        18,DELMAN INTERNACIONAL,Remitido,OP.19811/OC.16896,27/02/2026,"14,385.00",0.00,3,Impreso,"16,686.60",Luis de León
Pedido,                4095,       312,INFORMACION INTEGRAL 24/7,Remitido,156,27/02/2026,"20,475.00",0.00,2,Ninguno,"23,751.00",
Pedido,                4098,        18,DELMAN INTERNACIONAL,Emitido,OP.19837/OC.16670,27/02/2026,"16,844.80",0.00,3,Impreso,"19,539.97",Luis de León
Pedido,                4100,       312,INFORMACION INTEGRAL 24/7,Remitido,157,02/03/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4101,       307,CHEDRAUI BRANDS,Remitido,"1369, 1370, 1371",02/03/2026,"184,663.00",0.00,2,Impreso,"214,209.08",
Pedido,                4102,       307,CHEDRAUI BRANDS,Remitido,"120, 121, 122",02/03/2026,"134,247.00",0.00,2,Impreso,"155,726.52",
Pedido,                4099,        18,DELMAN INTERNACIONAL,Remitido,OP.19853/OC.16897,02/03/2026,"28,493.40",0.00,3,Impreso,"33,052.34",Luis de León
Pedido,                4110,       105,COMISION NACIONAL DE LIBROS DE TEXTO GRATUITOS,Remitido,151,03/03/2026,"8,043,140.00","120,647.10",2,Impreso,"8,043,140.00",Lic.German Menendez
Pedido,                4111,       105,COMISION NACIONAL DE LIBROS DE TEXTO GRATUITOS,Remitido,152,03/03/2026,"8,639,520.00","129,592.80",2,Impreso,"8,639,520.00",Lic.German Menendez
Pedido,                4112,MOSTR,MOSTRADOR.,Remitido,,03/03/2026,"93,087.65",0.00,2,Impreso,"107,981.67",
Pedido,                4104,        18,DELMAN INTERNACIONAL,Remitido,OP.19812/OC.16902,03/03/2026,"29,465.80",0.00,3,Impreso,"34,180.33",Luis de León
Pedido,                4105,        18,DELMAN INTERNACIONAL,Remitido,OP.19854/OC.16901,03/03/2026,"28,557.10",0.00,3,Impreso,"33,126.24",Luis de León
Pedido,                4106,       335,RECICLADOS TULA,Remitido,,03/03/2026,"6,310.41",0.00,2,Impreso,"7,320.08",
Pedido,                4107,       312,INFORMACION INTEGRAL 24/7,Remitido,160,03/03/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4108,       307,CHEDRAUI BRANDS,Remitido,154,03/03/2026,"187,500.00",0.00,2,Impreso,"217,500.00",
Pedido,                4109,       105,COMISION NACIONAL DE LIBROS DE TEXTO GRATUITOS,Remitido,,03/03/2026,"7,976,710.00","119,650.65",2,Impreso,"7,976,710.00",Lic.German Menendez
Pedido,                4103,        18,DELMAN INTERNACIONAL,Remitido,OP.19856/OC.16903,03/03/2026,"1,600.00",0.00,3,Impreso,"1,856.00",Luis de León
Pedido,                4113,       312,INFORMACION INTEGRAL 24/7,Remitido,164,04/03/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4114,       286,DREAMS ART,Remitido,158,04/03/2026,"11,400.00",0.00,2,Impreso,"13,224.00",
Pedido,                4115,       312,INFORMACION INTEGRAL 24/7,Remitido,166,05/03/2026,"26,145.00",0.00,2,Impreso,"30,328.20",
Pedido,                4116,       286,DREAMS ART,Remitido,165,05/03/2026,"23,200.00",0.00,2,Impreso,"26,912.00",
Pedido,                4123,       312,INFORMACION INTEGRAL 24/7,Remitido,176,06/03/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4120,        18,DELMAN INTERNACIONAL,Remitido,OP.19861/OC.16956,06/03/2026,800.00,0.00,3,Impreso,928.00,Luis de León
Pedido,                4121,        18,DELMAN INTERNACIONAL,Remitido,174,06/03/2026,"10,414.73",0.00,2,Impreso,"12,081.09",Luis de León
Pedido,                4122,       311,INFORMA A PUEBLA,Remitido,175,06/03/2026,"9,600.00",0.00,2,Impreso,"11,136.00",
Pedido,                4117,        18,DELMAN INTERNACIONAL,Remitido,OP.19818/OC.16945,06/03/2026,"24,847.20",0.00,3,Impreso,"28,822.75",Luis de León
Pedido,                4118,        18,DELMAN INTERNACIONAL,Remitido,OP.19862/OC.16954,06/03/2026,"28,568.80",0.00,3,Impreso,"33,139.81",Luis de León
Pedido,                4119,        18,DELMAN INTERNACIONAL,Remitido,OP.19865/OC.16955,06/03/2026,"35,263.20",0.00,3,Impreso,"40,905.31",Luis de León
Pedido,                4124,        18,DELMAN INTERNACIONAL,Remitido,OP.19857/OC.16946,09/03/2026,"4,298.40",0.00,3,Impreso,"4,986.14",Luis de León
Pedido,                4125,        18,DELMAN INTERNACIONAL,Remitido,OP.19860/OC.16948,09/03/2026,384.00,0.00,3,Impreso,445.44,Luis de León
Pedido,                4127,       155,EDICIONES CULTURALES PAIDOS,Remitido,159,09/03/2026,"27,538.30","1,376.92",2,Impreso,"31,944.43",Luis Estrada Flores
Pedido,                4126,       312,INFORMACION INTEGRAL 24/7,Remitido,178,09/03/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4130,        18,DELMAN INTERNACIONAL,Remitido,OP.19865/OC.16959,10/03/2026,"2,823.80",0.00,3,Impreso,"3,275.61",Luis de León
Pedido,                4128,       158,EDITORIAL ESFINGE,Remitido,177,10/03/2026,"6,000.00",0.00,2,Impreso,"6,960.00",
Pedido,                4131,        18,DELMAN INTERNACIONAL,Remitido,OP.19855/OC.16947,10/03/2026,"28,510.30",0.00,3,Ninguno,"33,071.95",Luis de León
Pedido,                4129,       312,INFORMACION INTEGRAL 24/7,Remitido,197,10/03/2026,"20,475.00",0.00,2,Ninguno,"23,751.00",
Pedido,                4132,       207,IMPREGRAFICA DIGITAL,Remitido,"173, 172",11/03/2026,"9,074.40",0.00,2,Impreso,"10,526.30",
Pedido,                4133,       312,INFORMACION INTEGRAL 24/7,Remitido,200,11/03/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4135,       307,CHEDRAUI BRANDS,Cancelado,163,12/03/2026,"34,086.00",0.00,2,Impreso,"39,539.76",
Pedido,                4136,       307,CHEDRAUI BRANDS,Cancelado,162,12/03/2026,"57,921.00",0.00,2,Impreso,"67,188.36",
Pedido,                4137,       307,CHEDRAUI BRANDS,Cancelado,161,12/03/2026,"42,240.00",0.00,2,Impreso,"48,998.40",
Pedido,                4134,       312,INFORMACION INTEGRAL 24/7,Remitido,223,12/03/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4138,       311,INFORMA A PUEBLA,Remitido,225,13/03/2026,"9,600.00",0.00,2,Impreso,"11,136.00",
Pedido,                4139,       312,INFORMACION INTEGRAL 24/7,Remitido,226,13/03/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4140,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,179,17/03/2026,"345,530.00","17,276.50",2,Impreso,"400,814.80",Fabiola Hernandez Coronel
Pedido,                4141,       271,GD COMERCIALIZADORA NOROESTE,Remitido,193,17/03/2026,"84,329.10","4,216.46",2,Impreso,"97,821.76",Fabiola Hernandez Coronel
Pedido,                4142,        18,DELMAN INTERNACIONAL,Remitido,OP.19863/OC.16958,17/03/2026,"28,549.30",0.00,3,Impreso,"33,117.19",Luis de León
Pedido,                4144,       312,INFORMACION INTEGRAL 24/7,Remitido,239,17/03/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4145,       158,EDITORIAL ESFINGE,Remitido,196,17/03/2026,"80,900.00",0.00,2,Impreso,"93,844.00",
Pedido,                4143,        18,DELMAN INTERNACIONAL,Emitido,OP.19819/OC.16983,17/03/2026,"20,073.20",0.00,3,Impreso,"23,284.91",Luis de León
Pedido,                4160,        18,DELMAN INTERNACIONAL,Remitido,OP.19867/OC16547,18/03/2026,20.00,0.00,3,Impreso,23.20,Luis de León
Pedido,                4161,        18,DELMAN INTERNACIONAL,Remitido,OP.19868/OC.16985,18/03/2026,20.00,0.00,3,Impreso,23.20,Luis de León
Pedido,                4162,        18,DELMAN INTERNACIONAL,Emitido,OP.19875/OC.16991,18/03/2026,"18,967.20",0.00,3,Impreso,"22,001.95",Luis de León
Pedido,                4150,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,184,18/03/2026,"71,390.00","3,569.50",2,Impreso,"82,812.40",Fabiola Hernandez Coronel
Pedido,                4151,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,185,18/03/2026,"29,400.00","1,470.00",2,Impreso,"34,104.00",Fabiola Hernandez Coronel
Pedido,                4152,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,186,18/03/2026,"119,000.00","5,950.00",2,Impreso,"138,040.00",Fabiola Hernandez Coronel
Pedido,                4153,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,187,18/03/2026,"23,840.00","1,192.00",2,Impreso,"27,654.40",Fabiola Hernandez Coronel
Pedido,                4154,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,188,18/03/2026,"62,080.00","3,104.00",2,Impreso,"72,012.80",Fabiola Hernandez Coronel
Pedido,                4155,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,189,18/03/2026,"27,600.00","1,380.00",2,Impreso,"32,016.00",Fabiola Hernandez Coronel
Pedido,                4146,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,180,18/03/2026,"24,050.00","1,202.50",2,Impreso,"27,898.00",Fabiola Hernandez Coronel
Pedido,                4156,       289,GD COMERCIALIZADORA SURESTE,Remitido,195,18/03/2026,"86,162.40","4,308.12",2,Impreso,"99,948.38",Fabiola Hernandez Coronel
Pedido,                4147,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,181,18/03/2026,"24,050.00","1,202.50",2,Impreso,"27,898.00",Fabiola Hernandez Coronel
Pedido,                4157,       312,INFORMACION INTEGRAL 24/7,Remitido,240,18/03/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4148,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,182,18/03/2026,"95,040.00","4,752.00",2,Impreso,"110,246.40",Fabiola Hernandez Coronel
Pedido,                4158,        18,DELMAN INTERNACIONAL,Remitido,OP.19866/OC.16986,18/03/2026,"6,880.90",0.00,3,Impreso,"7,981.84",Luis de León
Pedido,                4149,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,183,18/03/2026,"38,880.00","1,944.00",2,Impreso,"45,100.80",Fabiola Hernandez Coronel
Pedido,                4159,        18,DELMAN INTERNACIONAL,Remitido,OP.19869/OC.16992,18/03/2026,"4,143.10",0.00,3,Impreso,"4,806.00",Luis de León
Pedido,                4163,       312,INFORMACION INTEGRAL 24/7,Remitido,242,19/03/2026,"20,475.00",0.00,2,Impreso,"23,751.00",
Pedido,                4164,       289,GD COMERCIALIZADORA SURESTE,Remitido,194,19/03/2026,"25,200.00","1,260.00",2,Impreso,"29,232.00",Fabiola Hernandez Coronel
Pedido,                4165,       270,GD COMERCIALIZADORA DEL BAJIO,Remitido,192,19/03/2026,"65,500.00","3,275.00",2,Impreso,"75,980.00",Fabiola Hernandez Coronel
